SEQ,TIMESTAMP,BP10,BSize10,BP9,BSize9,BP8,BSize8,BP7,BSize7,BP6,BSize6,BP5,BSize5,BP4,BSize4,BP3,BSize3,BP2,BSize2,BP1,BSize1,AP1,ASize1,AP2,ASize2,AP3,ASize3,AP4,ASize4,AP5,ASize5,AP6,ASize6,AP7,ASize7,AP8,ASize8,AP9,ASize9,AP10,ASize10
123,2014-03-20 09:30:05.266,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,34400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
124,2014-03-20 09:30:05.276,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,32400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
125,2014-03-20 09:30:05.325,75.65,15600,75.7,23200,75.75,38800,75.8,54400,75.85,22400,75.9,49600,75.95,2400,76,211200,76.05,8800,76.1,19200,76.2,32400,76.25,142800,76.3,56000,76.35,70400,76.4,80000,76.45,62000,76.5,129600,76.6,2400,NA,NA,NA,NA
126,2014-03-20 09:30:05.398,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,211600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
127,2014-03-20 09:30:05.552,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
128,2014-03-20 09:30:05.573,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,16800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
129,2014-03-20 09:30:05.744,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,212400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
130,2014-03-20 09:30:05.749,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,17600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
131,2014-03-20 09:30:05.754,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,15600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
132,2014-03-20 09:30:05.814,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,11600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
133,2014-03-20 09:30:05.832,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,11200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
134,2014-03-20 09:30:05.841,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,14000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
135,2014-03-20 09:30:05.849,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,13600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
136,2014-03-20 09:30:05.909,75.7,23200,75.75,38800,75.8,54400,75.85,22400,75.9,49600,75.95,2400,76,212400,76.05,9200,76.1,17600,76.15,400,76.2,13600,76.25,142800,76.3,56000,76.35,70400,76.4,80000,76.45,62000,76.5,129600,76.6,2400,NA,NA,NA,NA
137,2014-03-20 09:30:06.048,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,17200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
138,2014-03-20 09:30:06.067,*,*,*,*,75.8,53600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
139,2014-03-20 09:30:06.113,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,9600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
140,2014-03-20 09:30:06.114,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,12800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
141,2014-03-20 09:30:06.143,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,140800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
142,2014-03-20 09:30:06.203,*,*,*,*,*,*,*,*,*,*,75.95,2000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
143,2014-03-20 09:30:06.287,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,11600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
144,2014-03-20 09:30:06.377,*,*,*,*,75.8,54000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
145,2014-03-20 09:30:06.630,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
146,2014-03-20 09:30:06.648,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.35,73600,*,*,*,*,*,*,*,*,*,*,*,*
147,2014-03-20 09:30:06.716,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.5,133600,*,*,*,*,*,*
148,2014-03-20 09:30:06.745,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,10000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
149,2014-03-20 09:30:06.847,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,8400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
150,2014-03-20 09:30:07.020,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,11600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
151,2014-03-20 09:30:07.182,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
152,2014-03-20 09:30:07.183,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,9600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
153,2014-03-20 09:30:07.721,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,18400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
154,2014-03-20 09:30:07.800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,11200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
155,2014-03-20 09:30:07.844,*,*,*,*,*,*,*,*,*,*,*,*,76,216400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
156,2014-03-20 09:30:08.275,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,18800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
157,2014-03-20 09:30:08.280,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,10800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
158,2014-03-20 09:30:08.339,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
159,2014-03-20 09:30:08.354,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.4,86400,*,*,*,*,*,*,*,*,*,*
160,2014-03-20 09:30:08.630,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.4,80000,*,*,*,*,*,*,*,*,*,*
161,2014-03-20 09:30:08.630,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,10000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
162,2014-03-20 09:30:08.784,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,9600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
163,2014-03-20 09:30:08.893,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
164,2014-03-20 09:30:09.062,*,*,*,*,*,*,*,*,*,*,*,*,76,218400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
165,2014-03-20 09:30:09.118,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.15,1200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
166,2014-03-20 09:30:09.120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
167,2014-03-20 09:30:09.121,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,19200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
168,2014-03-20 09:30:09.202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,8400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
169,2014-03-20 09:30:09.422,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,19600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
170,2014-03-20 09:30:09.811,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.5,134000,*,*,*,*,*,*
171,2014-03-20 09:30:10.151,75.65,15600,75.7,23200,75.75,38800,75.8,54000,75.85,22400,75.9,49600,75.95,2000,76,218400,76.05,9200,76.1,19600,76.2,8400,76.25,140800,76.3,56000,76.35,73600,76.4,80000,76.45,62000,76.5,134000,76.6,2400,NA,NA,NA,NA
172,2014-03-20 09:30:10.379,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,6400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
173,2014-03-20 09:30:10.661,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,6000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
174,2014-03-20 09:30:11.207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,5200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
175,2014-03-20 09:30:11.242,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,20000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
176,2014-03-20 09:30:11.245,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,9600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
177,2014-03-20 09:30:11.256,*,*,*,*,*,*,75.8,54800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
178,2014-03-20 09:30:11.558,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,20400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
179,2014-03-20 09:30:11.604,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,140000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
180,2014-03-20 09:30:12.121,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,10000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
181,2014-03-20 09:30:12.163,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,4800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
182,2014-03-20 09:30:12.644,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,118000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
183,2014-03-20 09:30:13.068,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,4400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
184,2014-03-20 09:30:13.252,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,3200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
185,2014-03-20 09:30:13.298,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,2800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
186,2014-03-20 09:30:13.357,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
187,2014-03-20 09:30:13.620,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.4,60000,*,*,*,*,*,*,*,*,*,*
188,2014-03-20 09:30:13.759,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.3,36000,*,*,*,*,*,*,*,*,*,*,*,*,*,*
189,2014-03-20 09:30:13.901,*,*,75.7,3200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
190,2014-03-20 09:30:14.058,*,*,*,*,*,*,75.8,34800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
191,2014-03-20 09:30:14.268,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
192,2014-03-20 09:30:14.293,*,*,*,*,*,*,*,*,*,*,75.9,59600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
193,2014-03-20 09:30:14.293,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.4,63200,*,*,*,*,*,*,*,*,*,*
194,2014-03-20 09:30:14.357,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,220000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
195,2014-03-20 09:30:14.412,75.65,15600,75.7,3200,75.75,38800,75.8,34800,75.85,22400,75.9,59600,75.95,2000,76,220000,76.05,10000,76.1,20400,76.25,117200,76.3,36000,76.35,73600,76.4,63200,76.45,62000,76.5,134000,76.6,2400,76.7,1.00E+05,NA,NA,NA,NA
196,2014-03-20 09:30:14.432,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.4,69600,*,*,*,*,*,*,*,*,*,*,*,*
197,2014-03-20 09:30:14.438,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,116800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
198,2014-03-20 09:30:14.441,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,114400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
199,2014-03-20 09:30:14.456,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,124800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
200,2014-03-20 09:30:14.493,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
201,2014-03-20 09:30:14.517,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,120400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
202,2014-03-20 09:30:14.520,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.3,40400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
203,2014-03-20 09:30:15.031,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,20000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
204,2014-03-20 09:30:15.148,*,*,*,*,*,*,75.8,35200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
205,2014-03-20 09:30:15.173,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,12000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
206,2014-03-20 09:30:15.190,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,11600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
207,2014-03-20 09:30:15.229,*,*,*,*,75.75,42400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
208,2014-03-20 09:30:15.230,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.6,6000,*,*,*,*,*,*
209,2014-03-20 09:30:15.280,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
210,2014-03-20 09:30:15.303,*,*,*,*,*,*,75.8,39200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
211,2014-03-20 09:30:15.305,75.65,15600,75.7,3200,75.75,42400,75.8,39200,75.85,22400,75.9,59600,75.95,2000,76,220000,76.05,10000,76.1,11600,76.25,121600,76.3,40400,76.35,73600,76.4,69600,76.45,62000,76.5,134000,76.55,4000,76.6,6000,76.7,1.00E+05,NA,NA
212,2014-03-20 09:30:15.354,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,11200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
213,2014-03-20 09:30:15.452,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
214,2014-03-20 09:30:15.763,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,10400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
215,2014-03-20 09:30:16.439,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,110800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
216,2014-03-20 09:30:16.439,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,66400,*,*,*,*,*,*,*,*,*,*
217,2014-03-20 09:30:16.452,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,108400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
218,2014-03-20 09:30:16.455,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,107600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
219,2014-03-20 09:30:16.466,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.5,148000,*,*,*,*,*,*,*,*
220,2014-03-20 09:30:16.708,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,221600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
221,2014-03-20 09:30:16.784,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,107200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
222,2014-03-20 09:30:17.306,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,106000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
223,2014-03-20 09:30:17.319,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,105600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
224,2014-03-20 09:30:17.334,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,105200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
225,2014-03-20 09:30:17.443,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,104000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
226,2014-03-20 09:30:17.443,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,103600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
227,2014-03-20 09:30:17.456,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,10800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
228,2014-03-20 09:30:17.498,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,102800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
229,2014-03-20 09:30:17.950,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,102400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
230,2014-03-20 09:30:17.981,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,124800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
231,2014-03-20 09:30:18.266,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.05,10800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
232,2014-03-20 09:30:18.293,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,69600,*,*,*,*,*,*,*,*,*,*
233,2014-03-20 09:30:18.308,*,*,*,*,*,*,75.8,40000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
234,2014-03-20 09:30:18.341,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,124400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
235,2014-03-20 09:30:18.380,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,122800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
236,2014-03-20 09:30:18.400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,122400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
237,2014-03-20 09:30:18.411,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
238,2014-03-20 09:30:18.424,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,10400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
239,2014-03-20 09:30:18.440,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.5,134000,*,*,*,*,*,*,*,*
240,2014-03-20 09:30:18.440,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,134800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
241,2014-03-20 09:30:18.482,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,133600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
242,2014-03-20 09:30:18.868,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,222000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
243,2014-03-20 09:30:18.887,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,123600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
244,2014-03-20 09:30:18.899,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,9200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
245,2014-03-20 09:30:19.032,75.65,15600,75.7,3200,75.75,42400,75.8,40000,75.85,22400,75.9,59600,75.95,2000,76,222000,76.05,10800,76.1,9200,76.2,800,76.25,123600,76.3,40400,76.35,73600,76.4,69600,76.45,69600,76.5,134000,76.55,4000,76.6,6000,NA,NA
246,2014-03-20 09:30:19.049,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,113200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
247,2014-03-20 09:30:19.408,75.65,15600,75.7,3200,75.75,42400,75.8,40000,75.85,22400,75.9,59600,75.95,2000,76,222000,76.05,10800,76.1,9200,76.25,113200,76.3,40400,76.35,73600,76.4,69600,76.45,69600,76.5,134000,76.55,4000,76.6,6000,76.7,1.00E+05,NA,NA
248,2014-03-20 09:30:19.412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,112400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
249,2014-03-20 09:30:19.421,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.45,65200,*,*,*,*,*,*,*,*,*,*
250,2014-03-20 09:30:19.437,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
251,2014-03-20 09:30:19.790,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,121200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
252,2014-03-20 09:30:19.958,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,120800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
253,2014-03-20 09:30:20.312,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,110800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
254,2014-03-20 09:30:20.331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,8000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
255,2014-03-20 09:30:20.335,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,110400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
256,2014-03-20 09:30:20.391,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.25,110000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
